S2801_C02_011E,county,S2801_C02_012E,state,S2501_C02_001E,S1901_C01_001E,S1501_C02_015E,S2301_C03_001E,S0101_C01_001E,cluster
9.3,15,85.1,55,19345,19345,28.6,71.0,49737,1
16.2,83,76.5,55,15634,15634,16.8,62.2,37465,1
18.1,51,71.7,55,2948,2948,19.3,50.6,5748,-1
26.1,19,65.8,55,12755,12755,11.4,62.0,34513,-1
23.8,123,68.1,55,12095,12095,21.6,57.5,30378,-1
18.4,13,72.0,55,7284,7284,18.5,51.0,15239,-1
16.9,135,75.1,55,21793,21793,18.5,61.6,51651,-1
20.0,47,71.4,55,7932,7932,18.5,59.9,18745,1
13.7,17,78.8,55,25247,25247,20.2,62.1,63445,-1
16.0,37,69.2,55,1979,1979,16.1,52.3,4354,-1
13.4,55,78.9,55,32739,32739,23.9,65.9,84586,-1
17.5,11,76.5,55,5723,5723,17.9,63.1,13243,1
11.3,63,81.8,55,46966,46966,33.0,64.9,117582,1
11.7,9,81.8,55,103267,103267,29.5,66.2,258004,1
12.8,29,76.7,55,13159,13159,32.7,57.0,27443,-1
20.1,121,72.9,55,11892,11892,19.7,66.0,29510,-1
11.7,33,80.1,55,16652,16652,27.7,63.2,44260,1
8.0,133,88.0,55,156996,156996,42.9,66.4,396731,1
23.3,119,69.6,55,8769,8769,14.4,63.9,20344,-1
22.0,41,64.1,55,4040,4040,14.5,49.5,9035,0
20.2,65,72.3,55,6714,6714,17.9,65.8,16755,-1
18.1,81,74.8,55,17832,17832,19.5,61.2,45303,-1
15.6,111,77.6,55,25678,25678,23.4,66.6,63340,-1
18.0,141,76.8,55,32223,32223,21.1,61.6,73427,-1
20.4,67,71.2,55,8646,8646,16.6,55.8,19190,-1
29.0,78,65.6,55,1354,1354,15.9,48.3,4506,0
10.8,87,83.4,55,72288,72288,28.3,68.5,183288,-1
11.8,97,81.9,55,28072,28072,31.5,64.2,70371,1
6.6,25,86.2,55,216930,216930,50.0,69.9,522837,-1
11.6,59,80.7,55,63286,63286,25.1,61.9,167886,-1
13.6,31,75.2,55,18717,18717,23.9,60.7,43503,-1
15.9,5,75.0,55,19133,19133,19.5,60.6,45358,-1
11.8,35,81.7,55,40528,40528,30.3,66.6,102388,1
19.0,53,72.2,55,8154,8154,13.8,57.9,20531,-1
15.0,49,77.9,55,9799,9799,24.5,66.4,23576,1
20.1,99,72.3,55,6567,6567,17.0,56.6,13566,-1
19.4,77,72.9,55,6389,6389,13.6,55.6,15164,-1
14.2,85,78.3,55,14994,14994,27.5,56.0,35352,-1
14.0,101,78.8,55,75640,75640,24.4,60.7,195101,-1
12.9,139,79.7,55,69759,69759,27.3,63.6,169540,-1
17.3,129,73.6,55,7142,7142,22.0,54.1,15638,-1
21.4,103,69.8,55,7564,7564,18.8,59.4,17626,-1
16.5,45,75.9,55,14957,14957,23.2,68.2,36869,-1
16.4,27,76.8,55,33987,33987,16.1,61.3,87833,-1
19.8,137,71.3,55,9851,9851,15.2,51.7,24170,-1
19.7,1,70.5,55,8163,8163,12.5,43.1,20111,-1
17.3,43,75.0,55,19444,19444,21.5,62.7,51742,-1
8.5,109,84.2,55,33389,33389,34.0,70.2,87142,1
17.0,69,72.5,55,12560,12560,17.3,61.4,27994,1
14.0,21,77.9,55,23317,23317,22.6,65.7,56790,1
16.8,61,73.6,55,8234,8234,18.2,63.9,20378,1
14.2,73,79.7,55,54820,54820,24.5,66.1,135293,-1
14.2,39,78.8,55,41387,41387,22.9,64.7,102082,-1
18.2,113,73.3,55,7573,7573,22.0,54.0,16384,-1
16.7,91,78.5,55,3005,3005,19.1,62.6,7282,1
9.0,89,86.0,55,35044,35044,47.7,65.2,87817,1
17.9,75,73.8,55,18548,18548,14.8,55.6,40712,-1
16.3,79,74.3,55,382027,382027,30.1,60.7,956586,-1
15.6,95,73.9,55,18189,18189,19.8,60.6,43328,-1
13.2,105,75.2,55,64482,64482,21.4,61.4,161226,-1
10.5,127,80.6,55,40246,40246,28.5,64.0,102917,1
14.6,7,77.5,55,6859,6859,31.0,55.0,15004,-1
21.1,107,68.0,55,6294,6294,14.8,55.9,14211,-1
18.3,125,70.2,55,10758,10758,27.1,49.4,21465,-1
19.7,115,74.2,55,17024,17024,15.8,60.8,41136,-1
18.2,57,72.2,55,10149,10149,13.3,54.9,26427,-1
11.1,131,84.4,55,53756,53756,29.7,68.5,133967,1
36.4,73,49.9,72,4818,4818,17.2,26.3,15297,0
40.2,115,43.2,72,8491,8491,17.4,32.5,24548,0
51.8,57,50.7,72,14989,14989,19.1,27.5,42623,0
50.2,55,44.6,72,5528,5528,14.9,23.7,17327,0
40.8,117,52.1,72,5079,5079,22.8,34.7,14526,0
31.6,149,60.3,72,7761,7761,19.7,36.2,23659,0
49.3,7,45.9,72,8594,8594,16.8,33.9,26855,0
26.9,21,66.0,72,69318,69318,28.4,43.0,188614,-1
36.9,67,56.7,72,6271,6271,21.6,35.1,16474,0
39.4,91,45.5,72,15703,15703,22.1,32.7,40705,0
32.4,103,58.2,72,8346,8346,19.9,33.5,26584,0
38.1,69,52.1,72,18378,18378,22.8,33.1,54736,0
30.7,75,62.7,72,15964,15964,23.4,39.4,47952,-1
52.5,43,45.5,72,13783,13783,20.3,36.1,39796,0
22.4,51,51.3,72,12029,12029,31.0,39.5,37722,-1
37.7,99,55.5,72,12975,12975,18.9,28.5,37676,-1
54.1,81,37.1,72,10051,10051,17.6,27.1,27321,0
40.1,85,52.6,72,12534,12534,19.8,32.8,38253,0
34.0,119,59.8,72,15938,15938,19.8,40.2,51768,-1
38.5,127,52.4,72,145321,145321,35.5,43.3,355181,-1
32.9,49,55.0,72,520,520,14.7,55.2,1494,-1
28.3,63,70.4,72,15223,15223,32.7,47.0,47074,-1
50.6,123,47.8,72,10718,10718,16.9,35.7,29239,0
43.3,17,43.9,72,8090,8090,18.7,28.5,24583,0
43.5,143,43.2,72,12529,12529,19.6,31.1,38589,0
41.4,145,42.8,72,17746,17746,20.2,31.9,54754,0
36.7,87,62.4,72,8919,8919,13.2,34.6,27242,0
42.7,105,47.1,72,8696,8696,16.9,32.2,29112,0
22.7,31,70.8,72,64056,64056,31.0,46.6,161684,-1
52.8,131,34.1,72,14278,14278,18.2,26.8,38970,0
26.8,135,57.9,72,22205,22205,30.8,44.5,74169,-1
38.5,101,54.9,72,10129,10129,17.0,33.5,31785,0
38.2,97,54.9,72,29769,29769,23.8,29.9,79615,-1
31.7,137,56.2,72,27802,27802,24.3,42.9,81905,-1
50.3,147,44.5,72,2555,2555,22.9,41.0,8931,-1
31.6,89,61.5,72,6636,6636,19.1,36.4,18952,0
55.4,19,44.5,72,9109,9109,17.2,26.1,29237,0
52.6,107,46.0,72,6797,6797,16.0,25.5,21906,0
52.3,129,41.1,72,13670,13670,20.4,35.8,38689,0
37.7,11,55.2,72,9255,9255,15.9,38.3,27892,0
36.3,37,53.3,72,4532,4532,17.7,34.9,12238,0
49.2,39,36.4,72,5949,5949,14.3,23.8,17325,0
54.8,45,35.7,72,6075,6075,11.6,31.0,19914,0
40.9,71,42.4,72,15230,15230,21.0,30.4,43314,0
50.0,153,44.0,72,10749,10749,22.5,29.1,37585,0
23.4,61,71.0,72,32913,32913,45.8,47.5,90773,-1
62.5,93,30.1,72,1914,1914,10.2,29.4,6180,-1
51.8,9,52.6,72,8573,8573,19.3,31.0,24008,0
40.1,59,54.8,72,6575,6575,22.6,28.8,19578,0
33.7,5,59.2,72,21322,21322,23.8,30.4,55722,-1
76.3,23,21.9,72,16495,16495,25.7,30.6,49726,-1
31.6,53,62.8,72,12436,12436,23.2,37.8,33075,-1
32.0,77,68.3,72,12627,12627,20.3,35.7,39704,-1
76.8,79,19.9,72,8059,8059,15.4,25.0,23893,-1
52.1,121,43.5,72,7568,7568,19.3,28.0,23610,0
58.8,83,31.3,72,3033,3033,15.0,32.3,8874,-1
50.1,109,42.4,72,6501,6501,16.1,27.7,17769,0
41.2,35,55.5,72,16459,16459,23.7,39.5,45431,-1
52.5,125,39.3,72,11922,11922,22.9,31.1,32937,0
43.3,141,49.3,72,9727,9727,18.0,26.6,30209,0
43.8,47,47.3,72,11026,11026,17.2,28.6,34933,0
49.3,95,39.9,72,3976,3976,17.1,24.2,11297,0
40.4,111,54.4,72,7132,7132,20.9,31.1,21661,0
40.2,13,50.1,72,32308,32308,22.0,31.0,89550,-1
50.9,15,56.0,72,6127,6127,15.5,25.4,18504,-1
47.6,151,43.7,72,11989,11989,17.2,27.6,35025,0
41.4,3,52.2,72,12824,12824,19.3,36.5,39470,0
48.8,133,49.6,72,7759,7759,23.6,41.3,22475,-1
23.5,139,66.7,72,24357,24357,34.9,49.2,69478,-1
30.7,25,64.6,72,49386,49386,29.8,42.7,134269,-1
30.8,29,69.8,72,14603,14603,21.2,38.3,46779,-1
45.7,41,48.5,72,12998,12998,22.8,39.3,41181,0
54.2,1,37.2,72,6166,6166,18.1,25.0,18525,0
47.2,27,43.1,72,11571,11571,22.0,33.1,32936,0
40.7,113,47.8,72,53341,53341,26.1,32.1,148863,-1
36.3,33,59.6,72,9068,9068,19.8,37.4,25595,-1
41.9,54,39.7,72,4300,4300,11.6,31.6,12140,0
43.1,65,51.5,72,14443,14443,24.8,35.9,40978,-1
