0,1,S2801_C02_011E,county,S2801_C02_012E,state,S2501_C02_001E,S1901_C01_001E,S1501_C02_015E,S2301_C03_001E,S0101_C01_001E,cluster
3.1907241,-10.0541525,16.6,79,76.3,31,22817,22817,19.8,68.5,61233,-1
5.021655,-7.5248966,18.2,85,74.5,31,423,423,17.2,64.1,957,1
3.4836185,-8.977965,16.5,131,74.0,31,6439,6439,21.4,65.5,15875,1
5.591939,-7.1824255,16.5,145,71.9,31,4598,4598,18.7,64.3,10870,1
4.6822023,-3.9777627,17.4,69,68.7,31,897,897,24.2,57.8,1913,-1
6.0959997,1.7592752,24.7,91,61.1,31,316,316,25.6,51.2,684,-1
3.4303098,-9.497814,15.2,119,74.3,31,14236,14236,20.4,67.9,35062,1
-0.19087243,-9.192025,11.2,135,82.5,31,1247,1247,22.9,64.1,2904,1
0.18434441,-9.650936,12.9,137,77.2,31,3870,3870,26.0,66.2,9163,1
4.3661656,-8.750951,17.8,11,76.2,31,2277,2277,19.8,65.1,5357,1
5.3039336,-6.892821,17.6,129,72.8,31,1985,1985,19.1,62.4,4318,1
8.248381,-4.835352,21.4,149,69.9,31,655,655,18.9,64.7,1381,-1
0.5106599,-9.868722,14.8,155,76.2,31,8150,8150,26.5,67.7,20953,1
2.2099252,-7.045389,16.5,157,74.9,31,14425,14425,22.1,62.0,36509,1
-0.68521917,-9.387672,7.0,7,83.3,31,300,300,17.4,68.4,728,-1
6.2472467,-2.2817922,20.1,63,68.5,31,1113,1113,19.5,57.8,2624,-1
-3.1604166,-9.629136,9.4,179,80.9,31,3602,3602,32.4,67.2,9409,1
1.4776918,-10.182585,15.0,103,80.5,31,334,334,20.6,71.7,720,-1
6.261409,-6.566,18.4,123,71.1,31,2017,2017,18.9,62.9,4903,1
0.40018916,-6.3107696,16.6,127,73.1,31,2814,2814,28.0,59.9,7041,-1
4.581549,-9.346297,17.9,27,75.5,31,3508,3508,18.4,69.0,8561,-1
0.30983597,-5.601998,20.6,45,70.6,31,3557,3557,37.0,60.9,8972,-1
-0.70489705,-9.560126,12.7,159,78.3,31,6496,6496,28.1,64.7,17045,1
-0.17660308,-9.955921,17.7,171,77.5,31,293,293,29.0,69.2,643,-1
4.6987505,-7.948764,13.0,43,72.9,31,7427,7427,12.6,67.0,20529,-1
5.8451347,-4.9293475,19.4,181,70.6,31,1499,1499,22.8,61.4,3597,-1
6.828774,-5.8266926,19.8,3,71.4,31,2748,2748,18.6,62.4,6406,1
0.90652406,3.5436757,23.8,97,70.3,31,1869,1869,17.3,45.7,5200,-1
0.7019425,-10.302286,14.3,33,73.6,31,4400,4400,26.3,70.9,10012,-1
4.434153,-8.600166,15.1,47,74.2,31,8898,8898,15.8,67.6,23925,1
4.1149244,-8.958306,17.2,29,75.4,31,1671,1671,19.4,65.9,3803,1
6.0702286,-7.2462053,19.0,23,73.0,31,3400,3400,18.7,63.9,8105,1
8.882174,-1.8353959,22.2,71,60.6,31,893,893,19.5,62.4,1958,-1
6.702579,-4.8410907,19.1,163,70.5,31,1378,1378,18.3,61.0,3048,1
4.2959466,-4.7520323,16.2,105,71.7,31,1546,1546,17.5,59.3,3688,-1
8.530191,-3.6247253,22.5,107,67.6,31,3662,3662,20.8,63.2,8496,-1
-9.100351,-1.6596874,12.7,55,80.8,31,213689,213689,37.9,67.6,549706,1
6.503257,-4.330904,21.6,147,71.1,31,3798,3798,19.4,60.1,8045,-1
8.08866,-2.2468548,26.6,117,62.0,31,192,192,25.2,65.2,432,-1
7.454098,-4.92445,22.7,125,71.5,31,1553,1553,18.3,62.4,3569,-1
7.596385,3.5764828,27.8,133,67.1,31,1238,1238,15.9,54.6,2704,-1
3.6508653,-7.8258333,14.9,35,75.6,31,2616,2616,17.8,63.0,6264,1
0.93431383,-5.850985,20.9,5,71.8,31,177,177,29.9,59.4,421,-1
8.154666,-4.3938923,20.2,41,65.9,31,4792,4792,21.7,65.3,10836,-1
3.892879,-9.206769,15.5,167,76.2,31,2351,2351,17.6,69.3,6020,1
8.784645,-4.109866,21.6,175,65.7,31,1934,1934,20.3,68.4,4252,-1
5.5684223,-4.716261,19.0,61,70.7,31,1367,1367,20.0,59.4,3019,-1
1.5976149,-9.116213,14.0,143,80.1,31,2038,2038,20.9,65.0,5244,1
5.712478,-8.378367,18.4,93,72.7,31,2656,2656,20.1,66.2,6385,1
1.5912097,-7.460546,14.5,111,76.2,31,15025,15025,22.2,62.4,35569,1
6.7875667,-6.7591496,18.0,89,67.8,31,4569,4569,21.0,70.3,10293,-1
5.5939837,-8.42755,18.5,183,71.2,31,378,378,19.1,69.0,846,-1
3.75549,-4.2145143,19.2,83,74.8,31,1590,1590,18.7,57.5,3469,-1
-0.64727455,-9.697171,13.6,185,79.3,31,5623,5623,28.1,64.3,13832,1
0.6035705,-10.590448,12.5,9,78.4,31,232,232,24.2,69.1,502,1
3.9540963,-8.778773,17.3,67,75.7,31,9255,9255,20.3,64.2,21632,1
-0.7132319,-9.869254,11.3,81,81.2,31,3722,3722,25.7,66.9,9149,1
6.147151,-7.9313626,18.4,121,69.7,31,3251,3251,17.6,66.9,7829,-1
3.0029793,-9.374162,17.5,139,75.0,31,2985,2985,22.5,65.9,7175,1
6.954566,-5.480071,20.2,65,71.5,31,2172,2172,18.2,61.9,4814,1
2.5333152,-9.799206,17.6,73,74.6,31,885,885,24.1,66.9,2019,1
5.0531487,-5.6375127,18.1,151,73.3,31,5073,5073,13.4,62.6,14325,-1
7.08723,-4.271365,20.2,165,67.4,31,579,579,26.6,64.4,1256,-1
7.1850796,-1.131889,23.1,21,66.0,31,2885,2885,19.1,57.7,6546,-1
-1.510123,-9.736159,9.4,25,83.0,31,9894,9894,26.8,66.3,25513,1
-6.891905,-7.233173,6.0,153,88.7,31,63851,63851,39.5,70.1,175188,1
8.408701,-4.84636,21.8,39,67.4,31,3790,3790,21.2,67.9,9039,-1
4.1018424,-6.8015127,18.6,169,75.3,31,2337,2337,20.7,61.4,5133,1
3.9025624,-7.460244,16.6,13,76.4,31,4610,4610,17.4,63.3,11200,1
8.199236,-3.6202693,22.6,17,68.2,31,1475,1475,18.2,63.4,3058,-1
6.0973725,-7.9501143,17.5,51,71.0,31,2307,2307,18.8,65.9,5765,1
4.894773,-5.458903,19.0,57,73.3,31,875,875,21.1,59.9,2017,-1
6.5926485,1.465975,23.0,173,61.8,31,2142,2142,16.0,54.0,7055,0
-2.2758832,-9.589977,11.1,177,79.6,31,8133,8133,30.8,67.1,20414,1
8.984136,-1.8939672,24.5,15,65.4,31,905,905,20.2,61.4,2049,-1
3.795063,-9.746228,18.2,31,76.9,31,2652,2652,20.1,70.6,5792,-1
3.1933548,-7.5633855,14.8,53,74.9,31,15090,15090,19.0,64.2,36576,1
6.145492,-6.539054,18.5,59,71.6,31,2443,2443,19.2,62.8,5603,1
-3.5362036,-7.8487887,10.9,5,81.7,33,30529,30529,32.6,62.5,76109,1
-5.5880327,-6.5571184,10.5,13,83.7,33,57247,57247,35.2,63.2,147958,1
-4.658954,-7.429567,10.0,9,81.3,33,34856,34856,39.3,60.2,89280,-1
-8.340118,-4.9766555,6.8,15,88.5,33,119955,119955,40.6,68.4,302479,1
-3.2127783,-7.960934,10.6,1,83.2,33,24579,24579,31.5,60.9,60383,1
-0.2906406,-7.450567,12.4,19,78.7,33,17780,17780,25.9,60.7,43073,1
-8.764061,-3.6969478,7.5,11,87.4,33,158139,158139,36.5,66.5,406371,1
-5.542286,-7.335362,8.8,17,83.6,33,48543,48543,35.7,65.9,126552,1
1.1964022,-2.8860936,15.9,7,74.7,33,13879,13879,18.3,53.5,32119,-1
-3.1796737,-7.605499,9.6,3,83.2,33,21203,21203,34.0,57.1,47524,-1
-1.0728749,-1.7723736,12.0,1,79.4,32,9734,9734,18.3,48.8,24022,-1
-2.9396138,-5.372522,8.9,5,85.5,32,20376,20376,27.2,51.7,47632,-1
5.4874077,-4.0323424,17.5,15,70.0,32,2183,2183,13.3,60.7,5887,-1
-0.16962917,6.093491,24.1,27,63.2,32,2018,2018,13.7,38.7,6661,0
4.4120765,3.2606945,15.0,9,59.5,32,494,494,16.7,48.8,1102,-1
4.9541516,-6.5776663,17.4,11,74.4,32,765,765,13.5,64.9,1728,-1
5.6228166,-6.691693,16.6,13,72.2,32,6261,6261,15.2,64.9,17088,1
2.102291,3.4979126,23.0,21,66.6,32,1859,1859,14.0,46.2,4471,0
-0.89550793,0.9618596,16.9,33,74.9,32,3343,3343,14.6,44.4,9858,-1
-0.34874648,-8.908841,8.6,7,81.9,32,17882,17882,17.7,67.1,52377,-1
-1.2615553,0.72343326,17.9,17,74.8,32,1930,1930,21.7,40.9,5203,-1
-1.9641722,1.9254371,14.3,23,73.9,32,18077,18077,11.5,39.5,43296,-1
-1.2618512,-2.442115,12.7,29,78.9,32,1665,1665,22.9,50.4,3891,-1
-7.8202786,-2.2905395,10.2,31,81.3,32,173519,173519,29.8,61.3,445551,1
-12.619504,3.2387269,9.9,3,79.8,32,749858,749858,23.3,58.9,2112436,-1
-0.5861984,-4.852667,12.9,510,78.6,32,22158,22158,21.6,54.8,54219,-1
-1.0011797,-1.9854379,12.8,19,79.3,32,20127,20127,14.7,49.9,52303,-1
-7.839483,-3.8701859,11.4,21,80.9,34,129546,129546,41.5,60.0,373362,-1
-5.9446335,-6.6366444,7.7,37,87.1,34,53618,53618,34.4,64.2,143570,1
-0.8598223,-0.5448263,19.1,11,71.9,34,50596,50596,14.4,51.3,154952,-1
-8.657833,0.5209611,14.4,13,76.6,34,280327,280327,34.0,59.0,800401,1
-7.726518,-0.35991353,13.5,29,79.9,34,223135,223135,28.4,54.5,589699,-1
-5.4063096,-2.7621613,12.8,1,79.1,34,100660,100660,26.6,58.0,272926,-1
-6.585959,-4.046743,9.2,15,84.9,34,104810,104810,31.0,62.4,291372,1
-10.025267,-0.46492592,9.9,23,83.9,34,283794,283794,42.0,60.6,837288,1
0.7215893,-4.204792,16.4,33,75.8,34,24038,24038,21.0,57.0,63776,-1
-8.194141,-1.6217418,12.6,7,80.9,34,187012,187012,31.1,61.1,510996,1
-7.1070576,-1.0486171,16.4,31,77.0,34,162440,162440,27.0,59.4,510563,-1
-3.4501305,-5.16471,12.7,9,80.6,34,39861,39861,31.3,52.8,94549,-1
-11.038227,0.05843652,8.8,3,87.8,34,337819,337819,47.9,62.2,937920,1
-8.325667,-1.6164701,12.6,39,79.9,34,187916,187916,34.1,63.1,557320,1
-4.1268954,-7.3865876,10.5,41,83.7,34,41385,41385,31.7,62.3,107088,1
-9.873999,-3.6018941,6.9,27,89.7,34,180124,180124,52.6,65.0,498847,-1
-9.569214,-0.9714583,11.7,17,81.9,34,252352,252352,39.3,63.8,679756,1
-7.7243395,-7.9827023,7.3,19,88.9,34,46822,46822,50.7,63.9,125717,1
-8.574334,-2.9872258,8.6,5,86.8,34,164404,164404,36.8,61.4,449192,1
-10.252526,-1.9065902,8.8,25,86.5,34,232482,232482,44.0,61.9,627551,1
-9.179223,-6.1147356,7.0,35,89.8,34,115970,115970,53.1,65.4,333316,1
6.4501157,4.6739144,25.4,45,59.8,35,41999,41999,14.6,53.1,128221,-1
3.951091,8.431732,32.1,37,57.0,35,3085,3085,15.4,44.8,8447,0
0.9056918,4.6540947,21.8,27,65.6,35,7902,7902,29.6,43.2,19497,-1
3.2370234,0.4214276,19.6,5,68.4,35,23343,23343,19.0,53.3,65454,-1
4.7294574,7.9058876,26.5,6,53.6,35,9068,9068,12.4,45.2,27049,0
3.1386821,-3.278713,17.8,25,74.0,35,22029,22029,13.1,56.7,69505,-1
-5.339303,-6.1496105,14.3,49,77.0,35,61651,61651,41.4,56.8,147514,-1
3.6001558,8.699868,32.0,59,55.8,35,1424,1424,15.9,44.8,4216,0
1.0357852,8.096395,26.8,51,59.6,35,5400,5400,19.2,38.8,11254,0
2.9820697,8.78658,33.3,53,55.5,35,4698,4698,19.5,43.9,17098,0
0.5277503,-1.344214,18.5,41,71.6,35,7125,7125,24.5,51.0,19313,-1
-7.5865874,-8.714422,8.1,28,87.5,35,7525,7525,65.5,63.2,18031,-1
3.2352767,11.464645,41.4,39,50.6,35,12852,12852,18.5,44.2,39455,0
3.4601912,11.073813,35.1,47,47.1,35,11041,11041,19.6,39.3,28203,0
3.685074,3.237264,23.6,61,64.4,35,26985,26985,16.3,47.7,75845,-1
1.9567419,5.197061,20.9,57,60.6,35,5598,5598,17.7,42.1,15534,-1
-8.424515,0.14791995,13.4,1,76.5,35,263551,263551,33.4,58.2,674855,-1
0.9766999,5.2949634,23.0,11,64.9,35,666,666,10.4,41.8,2016,0
1.932111,14.576199,56.3,19,33.6,35,1253,1253,13.1,37.1,4426,-1
0.7486774,10.290235,30.4,3,55.1,35,1433,1433,25.8,29.3,3547,-1
4.081441,6.3632836,28.2,23,62.0,35,1761,1761,14.4,45.4,4446,0
3.752368,9.113395,29.9,29,52.1,35,9088,9088,14.1,42.6,24319,0
3.147036,12.954196,45.1,31,40.6,35,19764,19764,10.8,43.2,72849,-1
-3.9645133,-5.032082,12.8,43,79.6,35,49265,49265,30.1,54.7,138815,-1
5.7265196,2.8051925,25.3,55,58.2,35,12603,12603,27.7,50.4,32809,-1
0.418021,3.4045672,19.5,17,66.0,35,11879,11879,27.0,46.3,28382,-1
-0.84396696,1.3324034,17.7,35,73.5,35,23657,23657,18.3,46.2,65130,-1
0.68874943,-2.9124846,14.6,9,74.2,35,18470,18470,19.9,53.7,50283,-1
1.9244417,4.396793,25.1,7,64.0,35,5591,5591,20.5,44.6,12522,-1
2.3627505,-5.6036396,16.0,15,76.6,35,21273,21273,16.2,60.2,56793,-1
2.877597,12.362812,42.4,21,47.3,35,203,203,24.0,44.6,546,-1
2.0485344,12.731801,44.3,33,45.3,35,1513,1513,12.7,32.4,4605,0
-4.087178,-2.143774,17.0,13,70.7,35,76740,76740,27.4,53.5,213849,-1
-7.933578,-4.0869894,12.2,1,81.2,36,125376,125376,40.5,61.8,308580,-1
-2.3515828,-2.3224573,17.6,13,72.3,36,52983,52983,21.2,52.7,130846,-1
-13.175952,3.2543495,15.9,47,75.8,36,944650,944650,35.2,58.3,2635121,-1
-12.507767,2.451725,10.9,61,82.2,36,758345,758345,60.7,63.0,1653877,-1
-0.3830596,-6.1537337,15.1,107,78.1,36,19996,19996,24.7,57.5,49322,-1
1.6553029,-0.036233805,19.5,3,70.9,36,18124,18124,19.8,51.7,47400,-1
0.016927624,-1.3316383,16.9,39,72.9,36,17106,17106,22.0,49.2,47791,-1
0.09243443,-0.3631818,17.0,41,74.4,36,1095,1095,20.0,48.8,4646,-1
0.95972,-3.6676717,16.3,115,74.9,36,23988,23988,19.8,55.7,62183,-1
-4.216705,-2.7703333,14.5,7,78.4,36,78821,78821,28.0,53.7,196124,-1
0.109994106,-4.5051775,16.4,11,75.4,36,31428,31428,22.4,57.6,78319,-1
3.6381435,0.4405316,19.9,9,67.9,36,31723,31723,18.9,53.9,78175,-1
3.0269167,-2.8025563,18.9,57,73.1,36,19700,19700,17.0,55.7,49500,-1
-11.333176,1.5705724,8.4,59,87.9,36,444136,444136,44.4,61.9,1363069,-1
-7.617791,-1.5433329,12.8,85,80.3,36,166150,166150,32.1,55.3,475948,-1
-2.1614556,-1.6514953,15.5,89,76.2,36,41638,41638,23.1,48.5,110817,-1
-0.14145406,-4.0626264,16.2,117,73.9,36,36578,36578,21.7,58.5,91442,-1
1.9110478,-2.006125,16.8,73,75.4,36,16214,16214,15.9,52.4,41584,-1
1.7468213,-6.510906,15.9,37,76.0,36,23951,23951,21.4,61.2,58537,-1
3.938688,-3.0781422,20.7,123,70.6,36,9338,9338,23.9,56.2,25083,-1
-6.4676447,-2.307456,12.0,71,76.0,36,126460,126460,29.5,59.8,378174,-1
-7.2924385,-5.8057666,8.6,91,86.1,36,93129,93129,40.4,63.2,226632,1
-7.3137174,-4.0552297,13.1,87,79.2,36,99935,99935,40.4,61.2,325027,-1
-1.6300493,-6.5494742,14.0,21,75.8,36,25470,25470,30.1,58.4,61481,-1
-9.342289,1.5022807,15.3,29,76.6,36,386371,386371,32.9,59.3,923995,-1
1.8587173,-3.0768337,16.7,97,73.2,36,7444,7444,22.1,54.8,18112,-1
-6.7083797,-7.676987,8.3,109,83.7,36,38986,38986,52.6,55.7,104415,-1
-2.2635148,-7.5556703,12.6,113,81.9,36,27249,27249,29.3,59.9,64701,-1
1.0988853,-3.5723178,15.7,17,75.9,36,20373,20373,18.6,54.5,48763,-1
1.3077422,-6.0339575,17.2,23,71.3,36,17925,17925,26.0,60.5,48334,-1
-6.765847,-4.376641,10.0,27,84.9,36,107384,107384,34.6,59.1,295685,1
-9.420615,0.31074363,13.3,55,79.9,36,300496,300496,37.1,60.5,748680,1
-4.1802015,-2.1244001,15.9,65,76.3,36,90472,90472,23.9,54.6,232324,-1
2.813998,-2.8871164,17.4,49,73.9,36,10236,10236,16.3,55.7,26845,-1
-4.185859,-2.379639,17.8,63,74.5,36,87978,87978,23.5,57.7,212675,-1
-0.8664581,-5.9936404,14.6,53,79.2,36,26307,26307,27.0,56.7,71760,-1
-4.3046393,-5.3526034,12.6,93,80.5,36,53825,53825,30.8,58.2,155239,-1
-0.22840826,-2.8701997,17.1,105,76.9,36,27679,27679,23.4,53.0,75783,-1
-10.970968,0.45801917,10.0,119,83.7,36,345885,345885,47.7,61.4,975321,1
0.3686551,-1.4794582,18.0,25,73.0,36,19098,19098,21.6,50.9,45950,-1
-0.8202928,-4.3013496,15.1,31,76.0,36,15257,15257,26.7,53.5,38233,-1
-2.296717,-1.9380671,10.6,45,81.2,36,43206,43206,21.4,49.4,116567,-1
1.4475471,-2.3576791,16.9,95,72.8,36,12539,12539,21.6,53.3,31611,-1
-11.2751665,3.015841,17.6,5,70.7,36,495356,495356,19.4,52.6,1455846,-1
-7.9610014,-1.5223106,13.6,67,78.3,36,185840,185840,35.0,59.0,467669,1
1.7110416,-3.018422,16.3,35,74.0,36,22535,22535,17.7,54.9,53955,-1
-0.9692727,-3.224645,14.0,19,76.6,36,31680,31680,21.9,52.9,81224,-1
0.5477869,-3.5319345,14.5,99,76.4,36,13536,13536,20.5,54.1,34843,-1
-11.192212,2.2820594,9.1,103,86.1,36,489328,489328,35.0,61.5,1497595,-1
-4.881719,-4.7203455,11.8,111,82.4,36,69662,69662,31.4,57.2,180129,-1
-4.5436764,-5.2832656,11.7,83,81.9,36,64456,64456,29.8,61.3,159800,1
-5.391255,-8.547431,6.0,79,90.2,36,34316,34316,38.5,63.3,99464,-1
1.0832802,-4.0459876,17.4,43,74.3,36,25187,25187,20.7,55.9,62943,-1
-0.023086369,1.2883525,19.2,33,71.9,36,18956,18956,18.7,47.3,51054,-1
2.0692134,-2.5953403,16.2,121,74.7,36,15686,15686,15.4,54.5,40886,-1
-0.91572666,-4.1226077,14.3,15,75.6,36,34664,34664,25.1,53.8,86883,-1
-4.0598025,-6.784462,11.7,69,81.2,36,44269,44269,33.7,60.8,109491,1
-1.2354459,-4.626804,12.8,51,79.5,36,24432,24432,23.7,54.2,64373,-1
-1.6998867,-3.5901184,11.9,75,80.0,36,45881,45881,18.3,54.7,119833,-1
-12.836371,3.129023,13.1,81,80.1,36,777904,777904,30.8,59.6,2339280,-1
-1.3623357,-3.4112494,17.0,101,72.8,36,40351,40351,22.6,55.0,97539,-1
-1.7865313,-5.7936907,13.8,77,76.9,36,23627,23627,29.6,54.9,60750,-1
0.5230231,-4.8269787,12.5,29,80.2,37,3796,3796,18.1,55.5,10336,-1
-0.7807542,-0.8382414,15.4,43,74.7,37,5049,5049,23.1,47.7,10753,-1
-5.1935163,-1.2417843,11.7,51,79.3,37,124500,124500,24.3,48.0,332766,-1
-3.4162333,-2.5936196,17.2,71,75.2,37,80682,80682,20.5,56.4,214049,-1
2.8101022,7.7190847,27.5,165,55.5,37,13273,13273,15.9,41.3,35445,0
-6.9037313,-4.1883802,13.6,21,79.7,37,105407,105407,38.5,58.8,252268,-1
-2.4471292,-2.5909886,17.6,57,73.9,37,64727,64727,18.1,55.7,164118,-1
-1.6228069,-3.4099545,16.2,149,75.7,37,8913,8913,31.9,49.8,20434,-1
-0.40535498,-2.2649493,20.0,151,69.3,37,55679,55679,15.3,56.5,142827,-1
3.4462674,1.6555036,22.4,157,67.2,37,37162,37162,14.7,52.5,91566,-1
4.852442,-0.40044907,21.2,169,69.4,37,19273,19273,13.9,54.3,46124,-1
4.199402,8.980261,30.7,187,56.5,37,5223,5223,9.1,44.8,12331,0
-3.628723,-5.9657426,12.3,189,79.3,37,20331,20331,41.7,51.9,53421,-1
-7.7056375,-1.500831,15.4,81,71.4,37,200998,200998,34.9,59.4,517197,-1
1.7196072,-2.2484527,18.4,99,66.1,37,16218,16218,30.5,51.3,41725,-1
-3.6800694,-5.431457,15.2,125,79.1,37,38185,38185,36.0,50.7,94191,-1
4.8782887,6.5236006,26.6,83,56.8,37,21207,21207,14.0,46.2,52300,0
-2.8537352,-3.538827,14.8,1,73.9,37,63035,63035,22.9,58.6,157844,-1
1.8673877,-0.17436107,18.8,139,69.9,37,14629,14629,20.4,51.6,39546,-1
5.4083195,9.42955,32.5,155,50.6,37,46163,46163,12.8,46.2,134187,-1
3.6854103,8.884073,32.2,177,56.0,37,1539,1539,7.6,43.6,4090,0
3.0897608,2.23071,23.7,23,66.7,37,34568,34568,16.7,50.4,88898,-1
6.762957,4.588262,24.4,61,58.0,37,21669,21669,10.8,53.4,59350,-1
-8.528267,-4.9209604,9.6,63,84.1,37,120936,120936,47.3,63.8,300865,-1
4.4156766,7.0003552,26.9,91,57.9,37,8880,8880,15.3,45.5,24262,0
1.6014096,-4.5523267,17.4,105,74.3,37,21691,21691,21.2,58.1,59805,-1
-6.729841,-4.9626327,10.3,129,81.9,37,91673,91673,38.9,58.9,219866,1
-0.47044608,-4.311843,14.2,141,72.0,37,21053,21053,25.6,53.5,57630,-1
-1.8864244,-1.8589228,16.9,191,73.1,37,47587,47587,19.7,52.3,124496,-1
0.5273162,2.3227353,20.1,79,70.6,37,7348,7348,9.8,47.6,21059,-1
1.0834092,-0.61375535,19.0,87,68.2,37,26288,26288,24.3,50.7,59854,-1
5.2319913,3.478048,24.9,121,63.3,37,6390,6390,18.1,48.8,15155,0
-11.60495,0.2941236,5.4,183,88.5,37,381971,381971,51.0,67.2,1023811,1
1.6940993,3.3885481,22.1,41,65.2,37,5903,5903,19.0,46.5,14370,-1
2.057614,2.5967042,22.6,5,68.7,37,4742,4742,18.7,48.0,10935,-1
1.5691093,0.00741179,20.6,27,71.5,37,32150,32150,14.8,52.5,81805,-1
-2.753985,-3.723753,16.3,35,75.6,37,60238,60238,21.5,57.9,156182,-1
4.3595676,7.125568,28.8,47,58.6,37,22462,22462,12.5,45.0,56589,0
1.4372008,0.42786053,20.8,107,72.1,37,23263,23263,13.5,51.4,57934,-1
0.46603337,-3.9650855,16.5,109,75.9,37,31250,31250,20.2,57.0,80504,-1
5.3913097,5.3232427,27.8,123,62.0,37,10855,10855,14.0,48.2,27445,0
5.870292,3.8195877,24.2,181,61.7,37,17029,17029,12.1,51.7,44420,0
0.7249982,4.0437427,22.3,39,66.7,37,11206,11206,19.2,42.8,27463,-1
-0.4769404,-7.808233,10.3,53,81.1,37,9766,9766,22.9,59.9,25247,-1
-6.4487443,-5.6761475,7.8,179,87.6,37,73709,73709,34.0,63.8,222095,1
-3.4059327,-0.8271655,8.3,133,83.7,37,63093,63093,20.2,41.4,192685,-1
-8.258252,-7.581716,6.9,135,87.5,37,52160,52160,57.6,61.8,141812,-1
4.105206,4.0866275,25.8,153,65.6,37,18371,18371,14.3,48.1,45447,0
4.0528016,3.256157,24.4,161,64.2,37,26497,26497,17.3,48.0,66523,-1
3.294007,1.7973258,22.1,193,67.3,37,27765,27765,15.4,50.5,68525,-1
-7.1990724,-2.1202302,13.3,67,78.4,37,145102,145102,33.8,57.5,368362,-1
6.958709,3.6703193,24.0,163,59.0,37,23431,23431,12.5,54.0,63664,-1
2.2389822,-3.3121138,17.1,167,73.5,37,23859,23859,16.5,56.2,60875,-1
4.8647614,11.885505,39.3,173,46.4,37,5464,5464,15.0,49.0,14208,0
5.447495,5.295965,28.8,199,59.5,37,7493,7493,19.7,47.8,17605,0
4.4916525,4.7342463,25.1,7,63.3,37,9647,9647,9.2,48.2,25531,0
-3.8259492,-6.1455736,14.1,37,77.2,37,28148,28148,40.1,55.2,68364,-1
5.8917975,4.3174653,26.7,45,62.3,37,37782,37782,16.5,51.7,97038,-1
-2.4446685,-2.190575,12.2,49,78.9,37,40571,40571,24.3,48.8,103374,-1
5.499743,3.3483648,24.7,171,63.4,37,29256,29256,16.5,51.8,72315,-1
4.5617714,-2.248674,20.1,127,69.9,37,36878,36878,20.3,56.1,94125,-1
5.1806645,0.5202393,23.6,3,68.0,37,13744,13744,13.9,53.6,37159,-1
4.960847,4.5233674,25.0,17,61.5,37,14394,14394,14.5,48.1,34130,0
6.390023,5.718333,27.6,65,58.6,37,21431,21431,11.6,50.5,54032,0
2.18091,1.2995791,20.4,111,68.6,37,17970,17970,15.9,49.2,45069,-1
1.4313717,-3.7690594,17.3,69,72.4,37,24287,24287,21.0,55.1,63866,-1
-3.397304,-4.0654697,12.1,101,75.8,37,65401,65401,21.7,60.4,186308,-1
0.9382966,-2.7488282,16.1,77,73.8,37,20945,20945,21.0,53.7,58503,-1
-1.9552557,-2.0701194,12.5,85,75.6,37,44657,44657,20.3,50.6,128753,-1
-1.6174619,0.6729628,15.8,93,76.3,37,17373,17373,18.3,45.9,52571,-1
-3.792466,-4.9095683,14.7,89,77.2,37,47804,47804,31.2,54.0,112156,-1
5.855104,6.9898987,27.1,103,56.2,37,4148,4148,14.2,47.9,9776,0
0.8961056,1.5399177,20.4,113,68.9,37,15513,15513,22.2,47.7,34160,-1
3.4572291,-0.32259676,20.8,145,70.7,37,15772,15772,15.3,53.3,39240,-1
-3.5732584,-2.5387769,10.8,19,78.6,37,53104,53104,28.0,46.9,122586,-1
4.5884237,7.9081826,27.6,95,52.5,37,1835,1835,7.2,45.3,5507,0
-3.4911501,-4.3909926,12.7,97,78.0,37,63447,63447,26.9,60.0,169798,-1
-11.261458,0.7527933,8.1,119,84.5,37,395503,395503,44.1,66.5,1034290,1
-1.7391876,-2.9476147,12.5,175,75.1,37,14125,14125,29.9,46.9,33291,-1
6.0017586,1.2178402,24.2,9,66.9,37,11995,11995,19.5,54.0,26833,-1
-3.2766888,-8.533596,7.2,55,85.7,37,15264,15264,29.8,63.0,35412,1
-2.3916235,-5.1818995,11.1,31,80.2,37,30000,30000,26.7,52.2,68699,-1
5.616864,4.0868087,25.8,13,61.8,37,18978,18978,19.6,49.3,47316,-1
3.5554788,9.579365,32.0,131,53.1,37,8819,8819,12.8,41.6,20426,0
-4.735236,-3.718272,13.7,147,76.4,37,68805,68805,30.9,57.8,176484,-1
-1.9414486,-2.3550763,16.5,159,74.1,37,51798,51798,18.4,53.6,138940,-1
4.679974,2.6718664,23.5,197,66.3,37,15521,15521,12.0,51.3,37825,0
2.0291648,4.5734105,24.1,11,63.4,37,6725,6725,20.2,44.4,17535,-1
-5.659758,-5.6490827,8.9,25,86.0,37,70598,70598,30.0,63.3,196716,1
6.228035,4.7546263,26.4,33,62.0,37,9160,9160,13.7,50.1,22833,0
-0.1711467,-5.7848983,15.0,59,78.1,37,15895,15895,23.0,56.5,41766,-1
3.4876769,7.8779516,27.7,185,55.1,37,8157,8157,15.8,43.7,20190,0
2.4765162,-2.2765977,19.2,195,71.7,37,32068,32068,18.8,54.6,81379,-1
4.1797533,9.701118,33.3,15,53.4,37,7988,7988,12.3,43.8,19913,0
5.78655,1.2360753,23.0,73,65.2,37,4439,4439,15.7,53.1,11601,0
