"S0101_C01_001E","S1901_C01_012E","S2801_C02_011E","S2301_C04_001E","S0801_C01_046E","state","county"
59841,49266,20.2,7.3,28.7,"22","113"
14631,29472,29.4,6,27.3,"22","127"
446167,51436,13.7,6.9,23.6,"22","033"
24145,40695,29.9,9.5,32.1,"22","085"
25667,42176,21.9,9.4,28.3,"22","003"
43565,53628,15.6,7.3,28.5,"22","095"
23394,49635,18.4,3,25.8,"22","075"
156433,40081,22.4,7,19.9,"22","073"
132080,42655,18.4,7.7,22.5,"22","079"
46449,32962,27.7,12.3,33,"22","117"
83580,32163,26.9,5.5,26.4,"22","097"
128850,45901,15.8,8.9,31.3,"22","105"
62607,40492,23.2,8.9,27.6,"22","001"
52578,41345,22.1,8.5,21.3,"22","101"
11274,37304,41.8,10.2,23.3,"22","123"
249201,66539,9.5,6.4,31,"22","103"
22537,38916,32.3,6.6,31.9,"22","111"
137096,60456,12.1,5.8,33.8,"22","063"
26290,31672,37.8,6.1,23.2,"22","067"
39051,29001,33.1,13.6,22.9,"22","069"
388182,38721,20.9,8.7,23.8,"22","071"
113067,47650,15,6.1,22.7,"22","109"
10044,34470,33.9,5.6,23.3,"22","025"
198753,48219,15.7,6.6,20.5,"22","019"
20388,34722,35,8.8,21.8,"22","041"
41095,36763,26.3,7.7,30.2,"22","009"
22881,48656,23.7,6.9,29.6,"22","007"
15952,36394,25.1,6.2,30.1,"22","049"
22271,43964,23.8,8.3,29.1,"22","077"
20619,34745,38.3,7,20.8,"22","083"
53609,47279,18.3,6.4,27.2,"22","099"
51906,46620,15.4,8.7,21.6,"22","115"
14930,34712,26.3,6.1,41.5,"22","059"
52728,64707,12.3,7.3,27,"22","089"
98112,52705,17.2,7,28,"22","057"
20211,30028,35.2,9.2,20.2,"22","029"
4771,21906,50,15.3,24.1,"22","107"
11616,29424,41.1,12.3,13,"22","065"
31405,40744,23.6,9.1,30.8,"22","053"
21485,52055,21.7,8.2,27,"22","093"
22305,40577,26.4,7.9,34.5,"22","043"
10000,31933,34.3,9.4,23.7,"22","021"
251069,40391,19.9,7,20.9,"22","017"
7318,20795,57.9,6.9,12.3,"22","035"
70926,57307,13.4,5.8,24.2,"25","011"
10912,91942,4.5,3.8,12.1,"25","019"
780685,61242,12.3,7.1,30.7,"25","025"
213900,68048,9.5,5.5,23.3,"25","001"
17275,67535,9.4,3,14.6,"25","007"
1582857,92878,8.9,4.8,30.3,"25","017"
127751,55190,14,6.8,20,"25","003"
694389,95668,8.3,5.5,33.9,"25","021"
818249,69313,11.3,6.1,28.7,"25","027"
161197,64974,9.5,6.5,23.2,"25","015"
557016,62514,15.3,6.9,28,"25","005"
469188,52205,16.5,8,22.6,"25","013"
509114,82081,9.1,6,33,"25","023"
775860,73533,11.5,6,29.8,"25","009"
259830,51945,9.9,6.6,20.3,"26","077"
88205,56186,12.2,7.4,34.7,"26","087"
193803,45034,19,8.2,21.7,"26","145"
43181,43470,15.3,8.7,23.8,"26","107"
30597,35913,21.7,11.5,28,"26","035"
41535,44417,19.4,7.7,27.5,"26","151"
51397,50699,14.6,7.8,25.1,"26","027"
11291,36773,24.3,5.7,21.9,"26","071"
68617,50967,15,7.1,27.4,"26","155"
6072,36073,25.7,10,24.6,"26","131"
154948,47132,15.8,7.3,19.3,"26","021"
23221,41099,22.4,7.2,25.2,"26","133"
8580,42757,21.5,6,19,"26","013"
105350,45983,17.2,7.4,22.1,"26","017"
2136,41118,22.7,5.5,21.2,"26","083"
70572,42771,10.6,8.4,17.9,"26","073"
17462,53185,13.3,6.5,26.2,"26","019"
23934,37834,18.6,13,22.5,"26","143"
8114,37428,25.3,13.9,18.8,"26","153"
26160,51567,12,6.2,20.4,"26","029"
108586,59244,11,5.8,22.3,"26","045"
280243,63962,9.3,4.4,20.5,"26","139"
53569,45495,16.7,7.4,29.1,"26","157"
1763822,43702,16.4,11.6,25.2,"26","163"
10413,39424,22,9.3,24,"26","001"
23133,50988,13.3,6.1,25,"26","009"
20979,38149,20.2,10,23.8,"26","129"
8304,36833,28.7,11.9,20.4,"26","135"
149619,59479,13.1,5.9,24.5,"26","115"
45909,46160,21.3,6.1,24.7,"26","059"
32915,42793,18.1,7.2,21,"26","165"
36333,41379,17.1,6.8,15.7,"26","061"
186946,78430,7.6,4.6,32.4,"26","093"
13821,42666,16.2,10.4,20.8,"26","039"
77321,64903,10.3,4.3,23.3,"26","037"
25694,45681,18.4,6,17,"26","043"
25317,41414,19.6,9.6,22,"26","069"
11669,32309,28.3,11.6,27.3,"26","085"
24432,44882,18.4,8,20.8,"26","101"
41319,42256,16.7,7.4,23.4,"26","057"
31750,45191,20.2,5.8,21,"26","063"
114145,58487,18.4,3.6,23.9,"26","005"
98585,51339,13,5.9,26.8,"26","091"
28800,45524,15.4,7.6,17.6,"26","105"
67145,48491,13.8,6.3,17.6,"26","103"
1241860,73369,8.1,5.3,26.7,"26","125"
14982,42370,17.3,7,21.4,"26","113"
60890,47856,17.1,5.3,21.4,"26","149"
24247,50823,13.5,6.4,19.5,"26","137"
134327,46213,16.8,7.4,20.2,"26","025"
9254,42647,22.8,6.9,21.3,"26","003"
172707,46077,15.6,8.9,21.2,"26","121"
159761,53641,13.5,7.6,29.1,"26","147"
25475,42876,18.9,10.7,26.8,"26","031"
6406,41221,26.3,11.8,13.6,"26","095"
636376,57302,10.6,5.4,21.1,"26","081"
26317,44382,17.8,7.7,22,"26","127"
36395,44639,18.3,6.5,19.9,"26","041"
15577,36689,24.1,6.7,17.3,"26","053"
28730,40954,18,6.4,16.9,"26","007"
43543,48192,17.1,4.6,22.5,"26","023"
91222,58229,9.8,5.4,20.5,"26","055"
32978,51475,13.7,6.1,19.1,"26","047"
64147,51980,13.1,6.2,27.3,"26","067"
9290,39152,20.6,12.7,29,"26","119"
12854,43758,22.3,11.4,24.4,"26","141"
25324,40871,25.9,7.4,30.4,"26","051"
38023,44030,18.3,9,16.8,"26","033"
286185,49109,10.2,8.1,20.2,"26","065"
23389,44480,20.7,5.9,20.8,"26","109"
62956,44651,18.7,7,30,"26","117"
47899,45645,18.8,7.7,28.1,"26","123"
21564,62646,10.6,6.3,22,"26","089"
75190,49119,16.9,6.6,24.4,"26","159"
361509,65618,6.9,5.4,23.7,"26","161"
864019,58175,12.5,6.6,27.4,"26","099"
15238,39947,23.6,9.6,27.2,"26","011"
59607,57312,13.5,6.2,28.4,"26","015"
17358,43431,17.8,8.7,28.6,"26","079"
83489,57117,13.4,7,21.1,"26","111"
158989,49715,13.9,7.6,23.3,"26","075"
10836,42559,19.2,10.5,20.7,"26","097"
410881,45231,17,10.8,26,"26","049"
27496,28330,31.8,15.9,27.2,"28","163"
18731,33815,25.1,10.3,28.3,"28","007"
8306,40605,22.6,13.7,30.5,"28","009"
7772,42388,20.8,7.4,31.4,"28","037"
24296,28728,33.7,19,21.8,"28","027"
16547,35271,26.6,5.7,32.9,"28","061"
68328,38656,24.8,7.8,21.6,"28","067"
14670,31077,30.3,6.7,35.1,"28","147"
35967,39444,29.1,7.4,25,"28","095"
31075,41865,22.9,6.3,23.9,"28","115"
26915,28556,26.3,17.6,18.8,"28","133"
9868,35634,22.7,9.4,28.1,"28","155"
37242,38919,23.3,8.6,22.4,"28","003"
31583,30359,24.9,10.9,18.9,"28","001"
19990,34118,25.2,11.3,22.2,"28","025"
173267,62595,11.1,6.1,24.9,"28","033"
19172,36471,22.1,8.8,26.1,"28","031"
10942,30808,34.9,14.8,26.7,"28","103"
29437,36755,23.6,8.5,25,"28","099"
149645,61605,10.8,4.5,25.4,"28","121"
28333,46233,20.9,7.7,32.1,"28","137"
23545,47640,23.9,8.2,35.4,"28","039"
21379,34876,25.7,10.4,18.2,"28","043"
243249,41011,17.7,10,22.8,"28","049"
7463,21779,34.4,9.6,23.7,"28","063"
21437,37643,23.6,7.7,26.1,"28","101"
28202,40076,22.1,8.3,23.8,"28","145"
25389,32854,26.1,7,25.4,"28","117"
4631,30033,33,14.9,21.4,"28","125"
21993,39351,23.9,8.9,23.9,"28","139"
8360,34542,30.2,10.4,29.3,"28","019"
75835,39555,15.1,11.9,21.6,"28","035"
46277,47518,15.3,8.7,29,"28","045"
23439,38358,21.1,6.1,24.4,"28","057"
52744,45019,10.4,5.7,18.7,"28","071"
1296,25609,41.2,12.6,24.7,"28","055"
141314,50274,15.3,8.3,24.5,"28","059"
59558,43198,18.3,11.4,20.8,"28","087"
30113,25210,40.6,12,15.5,"28","083"
10276,32052,18.6,10.2,21.5,"28","143"
9084,23340,33.4,12.5,33.8,"28","157"
9106,24601,34.8,17.7,22.4,"28","021"
200491,44684,16.8,9.4,22.7,"28","047"
11639,26736,36.8,10.7,34.6,"28","065"
78221,41340,22.2,7.2,19.8,"28","075"
34542,37308,28.1,7.5,29.6,"28","085"
28399,33601,30.8,10.9,25.9,"28","123"
27215,37591,30.2,9.9,35.7,"28","127"
18482,33313,29.4,9.9,27.6,"28","159"
8678,26188,30.6,21.1,22.7,"28","053"
18267,20330,39.5,19.6,26.6,"28","051"
12574,30129,36.7,10.8,37.1,"28","005"
102212,68600,11.7,5.1,22.1,"28","089"
14617,33370,29.9,8.4,25.1,"28","013"
25466,30998,29.1,8.3,30.8,"28","091"
19476,36672,23,10.8,22.3,"28","141"
20458,35215,26.4,10.4,33.6,"28","153"
13801,48029,23.8,11.7,33.9,"28","041"
35981,41134,27.9,6.2,28.2,"28","093"
7537,25671,35,24.3,26,"28","119"
33121,28468,29.3,12.6,18,"28","011"
60517,56129,10.7,9.2,25.2,"28","073"
84840,45985,18.5,6.3,19.9,"28","081"
39763,30949,29.6,7.7,24.4,"28","113"
14552,30000,34.7,13.7,26.1,"28","135"
16114,37697,28.4,4.7,33,"28","129"
17981,46283,22,5.6,32.9,"28","131"
47510,41635,20.8,7.9,18.5,"28","149"
16089,37626,29.2,9.1,32,"28","023"
10082,27016,37.8,6.8,32.2,"28","069"
10309,34983,28.7,9.1,27.1,"28","097"
49392,37348,15.3,9.5,19.9,"28","105"
55049,44734,16.9,10,34.5,"28","109"
22936,35578,29.5,9.2,29.7,"28","079"
48002,29387,25.8,16.8,16.7,"28","151"
12659,40432,33.7,9.3,35.5,"28","077"
34229,35891,29.6,7.6,25.6,"28","107"
12047,35374,24.2,10.2,31.1,"28","111"
12426,37647,32.4,5.3,25.4,"28","161"
17305,33579,31,7.6,24.1,"28","017"
10221,43068,28.3,7,28.8,"28","015"
28748,38046,32.9,12.3,31.5,"28","029"
10578,56078,14.5,3.8,21,"27","075"
50992,53975,13,5.1,17.9,"27","169"
20825,57093,18.1,2.8,26.5,"27","045"
38584,67565,12.9,5.1,34.8,"27","059"
10104,55122,16.9,3.9,16.5,"27","063"
39386,53700,15.6,5,17.9,"27","099"
25635,53737,17.4,6.6,30,"27","095"
14798,56721,18.6,2.7,19.5,"27","129"
11437,50524,17.9,5.1,16.8,"27","033"
18709,56837,14.7,3.1,21.9,"27","055"
250979,89598,6.1,3.5,25.8,"27","163"
141463,93151,6.2,3.5,26,"27","139"
344861,76796,8.3,4.2,28.1,"27","003"
27810,65500,12.4,3.9,25.8,"27","079"
155300,59564,10.9,4.5,20.4,"27","145"
5500,42439,26.7,9.2,20.6,"27","087"
54297,76747,10.1,4.2,32.8,"27","025"
20485,71078,10.6,2.9,24.5,"27","039"
6840,50195,19.4,3.1,16.1,"27","073"
21490,61973,15.8,3.2,23.8,"27","157"
3841,46943,20.1,3.8,21,"27","077"
57790,55181,16.7,3.6,21,"27","111"
9229,48909,20.3,4.2,20.1,"27","117"
63505,53121,12.9,3.5,21.4,"27","035"
414655,79995,6.7,4,24.3,"27","037"
15430,51871,17.9,3,17.9,"27","127"
5724,51102,22.8,3,21.8,"27","081"
9930,54645,16.8,2.7,17.7,"27","173"
9397,57289,18.5,3.2,23.3,"27","089"
45847,45923,14.3,8.7,19.8,"27","007"
31564,55393,16.8,3.6,18.6,"27","119"
9433,56753,14,1.9,19.2,"27","133"
29057,47285,20.8,5.9,31.1,"27","115"
14888,60848,16.9,4.5,25.2,"27","143"
13626,45018,20.4,5.8,21,"27","159"
5270,51903,13.8,2.6,15.9,"27","031"
15948,50509,17.5,5.2,31.4,"27","065"
12776,47131,20.3,6.9,16.2,"27","071"
30619,51174,16.5,4.1,18.7,"27","047"
1224763,71154,8.5,4.6,23.4,"27","053"
36612,58882,13.9,4.5,18.2,"27","147"
6398,52917,18.8,1.4,18.5,"27","167"
25243,55764,15.6,2.3,15.1,"27","015"
12040,57601,16.3,2,15.3,"27","023"
10932,58198,15.1,3,18.3,"27","121"
537893,60301,10.4,5.5,23.9,"27","123"
4017,52500,19.6,2.9,22.2,"27","125"
62040,61409,14.2,2.8,18.9,"27","027"
8824,45638,21.1,7.3,25.8,"27","029"
42577,56604,13.7,3,17.9,"27","067"
20084,53627,18.4,3.1,17,"27","091"
21854,53267,16,6.5,16.1,"27","105"
15537,56273,17,2.6,17.1,"27","135"
151685,72337,8.1,4.3,17.5,"27","109"
3357,48889,20.2,3.2,16.8,"27","155"
10936,50044,22.9,2.4,18.4,"27","165"
39360,53574,11.8,4.2,23.1,"27","009"
98799,93095,6.7,2.4,26.3,"27","019"
23105,59611,16.2,2.9,24.4,"27","093"
45237,52050,16.3,5.7,22.7,"27","061"
28810,50162,16.6,5.7,23.8,"27","021"
9759,57552,14,2.6,11.6,"27","149"
9448,49556,19.9,3.3,17.3,"27","151"
15841,45860,18.6,6.2,26,"27","001"
46138,62431,12.2,4.2,24.1,"27","049"
13966,50847,19.1,2.8,18.8,"27","043"
6589,53034,25.1,3.3,21.1,"27","107"
18898,55189,12.3,3.2,20.4,"27","161"
131130,77953,8.4,3.6,30,"27","171"
200294,50936,15.6,5.1,19.8,"27","137"
65767,53752,9.6,4.5,17.3,"27","013"
33477,62593,11.9,3.8,17.9,"27","103"
36891,58667,13.9,3.1,17.7,"27","041"
5923,53727,15.9,4.8,22.7,"27","051"
4384,52304,21.3,2.6,20.6,"27","069"
92024,83895,6.5,3.6,32.4,"27","141"
35408,58874,17.1,3.9,22.2,"27","017"
25789,54181,11.6,3.6,15.2,"27","083"
24423,49213,21.4,3.8,24.2,"27","153"
32880,52855,19.4,4.6,26.8,"27","097"
33552,55884,16.8,3.6,22.4,"27","005"
14197,53893,17.5,3.2,14.5,"27","113"
65251,63311,12.6,3.6,22.7,"27","131"
5039,48299,23.2,2.8,17.5,"27","011"
35816,59869,13.4,3,22.5,"27","085"
20743,52941,13.3,3.7,21.6,"27","057"
8394,54211,17.4,3.6,20.3,"27","101"
40139,34984,21.4,5,19.3,"29","091"
53941,50689,9,6.9,21.5,"29","101"
35488,42646,20.1,7.7,21.3,"29","105"
688554,50652,14.5,5.7,23.4,"29","095"
38131,41673,17.8,6.2,22.2,"29","109"
4499,43981,20.3,4.2,20.7,"29","087"
24947,41461,20.3,7.1,26.6,"29","131"
53132,51137,10.9,8.8,18.8,"29","169"
32655,52557,17.8,5.5,25.5,"29","107"
9396,35066,27.7,8,29.6,"29","185"
4846,37028,19.8,5.9,19.8,"29","171"
54308,39661,12.3,6.3,21.2,"29","213"
25714,35571,23.3,7.1,24.7,"29","215"
25437,38750,15.5,5.5,17.1,"29","001"
4450,38848,25,6,25.4,"29","197"
4883,42939,19,4.6,19.8,"29","199"
6382,42034,27.2,3.4,16.2,"29","211"
89425,48652,18.5,5.7,17.4,"29","021"
9046,44975,22.2,3.8,32.6,"29","025"
44793,53180,17.4,4.3,23.5,"29","027"
3976,39674,24,5.8,22.8,"29","103"
28703,44098,16.9,6.5,18.6,"29","127"
11618,43094,23.5,5.8,25.8,"29","139"
44855,50496,14.9,8,22.4,"29","029"
6807,45216,23.9,4.6,23.5,"29","045"
118522,45328,16.1,5.5,17.7,"29","097"
101888,65352,9.1,4.9,27.9,"29","037"
20495,57591,12.7,3.8,31.7,"29","049"
222639,60765,11.2,6.5,30.9,"29","099"
10078,47148,19.7,2.9,25.3,"29","111"
22753,41207,24.5,6.2,25.9,"29","119"
17620,46547,16.6,5,24,"29","053"
16441,41441,22.9,7.8,33.1,"29","059"
6688,43777,20.2,4.1,21.5,"29","075"
9352,34746,24.3,9.6,29.7,"29","085"
15904,50897,21.4,5.7,25.1,"29","135"
18030,33846,23.8,9.4,19.1,"29","143"
19135,54935,18.8,4.1,23.2,"29","157"
31347,44805,17.6,5.8,24.2,"29","167"
8300,45707,23.5,3.5,25.4,"29","061"
13610,54503,19.9,3.3,25.6,"29","151"
13807,33849,22.2,7.2,24.8,"29","181"
29634,40076,19,7.1,22.1,"29","207"
33554,56193,15.2,6.1,30.7,"29","219"
24968,37810,24.6,9.9,33.3,"29","221"
3669,43314,28.8,3.5,21.7,"29","129"
12226,37484,24.7,5.8,25.4,"29","123"
18304,31290,24.2,8.4,27.6,"29","229"
236068,65675,8.1,4.4,23.1,"29","047"
8959,41715,30.7,7.7,31,"29","125"
44873,41681,13.4,6.3,19.6,"29","161"
96899,74199,6.1,4,23.2,"29","165"
20665,41479,16.5,4.1,17.1,"29","217"
15566,38829,22.1,7.3,25.6,"29","065"
23010,41567,20.4,4.6,16.5,"29","195"
22744,41370,13.2,4.7,16.1,"29","147"
2053,48214,23.6,4.1,25.7,"29","227"
7586,43186,26.8,3.7,23.2,"29","041"
10111,41092,24.5,3.6,16.9,"29","079"
20097,34776,24.6,7.3,23.6,"29","141"
13369,35135,25.2,8.1,26.1,"29","223"
12347,40791,23.9,5.1,32.6,"29","017"
78013,49554,14.5,5.3,19.6,"29","031"
6084,42593,20,4.8,21.5,"29","205"
37558,45185,21.3,4.8,28.9,"29","225"
5335,45259,21.4,4.1,17.9,"29","005"
16405,45605,18.3,5.2,30.1,"29","013"
66248,42873,20.2,6.5,24.7,"29","187"
314867,38664,19.4,9.4,24.1,"29","510"
17358,56658,15.7,4.2,22.5,"29","003"
42826,37878,19.8,9.2,18,"29","023"
8909,43583,21.9,8.2,26,"29","033"
10779,32070,24.2,5,20.9,"29","149"
17344,32468,30.5,10.7,17.4,"29","155"
42309,43097,16.9,5.8,18.3,"29","159"
17882,50959,17.8,4.6,26.8,"29","186"
8273,31202,32.2,8.1,25.5,"29","203"
24987,44754,19.8,6.1,21.4,"29","175"
54800,58603,12.7,6.3,33.1,"29","113"
13916,32212,24.2,10,16.5,"29","133"
8676,42011,24.3,4.5,25.3,"29","137"
10208,50161,16,4.5,22.5,"29","173"
22859,57270,15.5,5.4,30.3,"29","177"
6361,40265,23.6,7.6,22.8,"29","179"
18918,35097,23.4,9.7,27.4,"29","015"
6255,37875,23.1,6.9,24.6,"29","035"
7581,38880,22.2,9.3,24.1,"29","057"
12248,41652,22.2,3.2,19,"29","115"
13391,33003,27.3,7,31.5,"29","067"
30905,32348,24.1,6.9,20.5,"29","069"
25763,44056,21.6,7.4,21,"29","007"
83028,55761,9.3,5.3,25.4,"29","043"
12564,46517,22.9,3.4,25,"29","063"
102413,53849,13.5,4.9,28.3,"29","071"
21834,41089,18.2,6.7,23.2,"29","083"
10144,50356,19.6,4.6,23.3,"29","089"
286759,43175,12.7,5,19.3,"29","077"
8615,42889,18.7,3.3,19.3,"29","081"
58237,46723,18.5,5.4,21.7,"29","145"
9328,32021,28.1,8.4,29.4,"29","153"
18517,45112,21.7,4.8,23,"29","163"
999539,62931,10.5,5.9,24.2,"29","189"
38858,41628,20.2,6,20,"29","201"
385115,78380,6.8,3.6,25.5,"29","183"
31529,43292,15.1,7.7,28.9,"29","209"
35398,40638,21.2,8,23.4,"29","009"
11942,41184,26.5,5.4,22.8,"29","011"
174589,52005,7.8,4.4,17.9,"29","019"
13862,35930,25.5,11.2,25.5,"29","039"
76749,54216,14.2,4.4,18,"29","051"
24387,37171,24.6,11.6,26.8,"29","055"
14769,50687,17.1,3.4,26,"29","073"
10286,36457,23.2,8.6,28.2,"29","093"
15025,45929,19.2,3.4,18.7,"29","117"
15319,38903,24,7.4,20,"29","121"
13677,29201,36.7,7.6,14.8,"30","035"
2925,56806,12.4,1.7,13.1,"30","025"
1788,53591,17.1,1.7,11.4,"30","019"
747,43854,18.5,4.4,25.2,"30","037"
1965,43281,17.3,2.9,16.4,"30","045"
34514,40480,18.9,5.9,15.1,"30","093"
9342,61998,14.3,3.6,24.1,"30","095"
9131,41235,20.6,2.3,17.2,"30","023"
11625,64911,12.3,5.7,20.3,"30","043"
3206,49063,15.7,6.9,24.3,"30","039"
1728,46193,23.9,1.2,16.7,"30","055"
2108,37222,24.5,3.4,8,"30","107"
7902,47900,18,3.4,21.4,"30","057"
9292,54709,23.9,8.6,12.8,"30","087"
3568,51940,12.9,2.7,14.6,"30","091"
1320,45347,23.9,2.9,18,"30","011"
9324,59622,13.9,1.1,17.4,"30","021"
13290,47276,26.7,15.9,18.1,"30","003"
5755,55295,16.9,4.1,26.5,"30","007"
29518,42582,15.8,8,19.7,"30","047"
66290,60789,11.6,3.2,16.4,"30","049"
6081,44597,22.5,5.8,14.3,"30","073"
156332,57955,11.1,3.5,18.4,"30","111"
114231,49412,8.5,6,18.1,"30","063"
41387,44733,13,6.8,22.8,"30","081"
7561,55267,15.5,4.4,15.4,"30","105"
81816,46827,18.7,4.6,15.3,"30","013"
11327,47110,16.2,2.6,12.4,"30","027"
1086,47188,22.8,0,12,"30","033"
4194,40117,21.2,7.4,22.3,"30","061"
453,46429,16.5,5.2,14,"30","069"
6852,44352,16.7,1.5,21.8,"30","077"
11414,36445,25.1,7.6,19.3,"30","089"
1121,47132,27.2,1.6,18.6,"30","109"
100733,59397,5.7,4.3,17.7,"30","031"
2000,41343,21.8,3.5,13.4,"30","059"
10466,56988,16,4,27.5,"30","009"
9360,43880,15.1,4.6,14.2,"30","001"
96147,51410,12.3,4,19.1,"30","029"
4766,38156,18.6,5.6,30.5,"30","065"
4139,42101,20.7,8.9,19.5,"30","071"
11895,53050,16,1.7,12.8,"30","017"
16468,45269,18,6.4,11.7,"30","041"
5812,39577,22.5,3.5,17.2,"30","015"
1610,51136,14.7,2.4,16.9,"30","075"
19249,36934,19.4,9.9,16.8,"30","053"
16001,44920,14.4,2.8,25.9,"30","067"
11218,39219,28.2,10.2,14.1,"30","085"
790,42454,13.7,0,17.6,"30","103"
6646,35506,23.8,16.8,15.5,"30","005"
2245,46641,25,1.9,10.7,"30","051"
3646,49761,20.2,0.9,22.1,"30","097"
11405,66572,15.7,2.6,16,"30","083"
6040,51060,15.6,1.7,18.4,"30","099"
1325,50850,22.8,2.5,12.8,"30","079"
5031,46735,18,1,14.9,"30","101"
7276,46576,22.1,2.1,16,"31","095"
48834,55053,11.1,3.1,14.6,"31","019"
10616,54876,22,3.5,16.2,"31","037"
31564,51721,14.5,4.2,15.3,"31","001"
6547,53207,14.9,3.4,18.4,"31","099"
8129,45078,15,2.8,14.4,"31","101"
537,58625,22.4,0.7,26.7,"31","115"
1901,53438,15.4,4.1,21,"31","049"
2860,41582,23.5,3.1,20.8,"31","087"
919,50278,19.7,1.1,27.8,"31","113"
32875,58679,16.6,3.9,14,"31","141"
5241,41209,26.1,1.5,17.4,"31","161"
306357,55747,8.5,3.9,18.8,"31","109"
682,45833,21.5,4.5,20.9,"31","075"
2436,47218,21.9,1.7,21.7,"31","077"
61233,53807,16.6,5.4,17,"31","079"
957,44946,18.2,1.6,24.5,"31","085"
15875,54605,16.5,3,21.7,"31","131"
10870,42882,16.5,4.9,12.2,"31","145"
1913,48125,17.4,1.4,21.4,"31","069"
684,41607,24.7,1,11.7,"31","091"
35062,49865,15.2,3.2,14.2,"31","119"
2904,58125,11.2,1.1,13.7,"31","135"
9163,56408,12.9,0.7,13.8,"31","137"
5357,53854,17.8,1.7,15.5,"31","011"
4318,42055,17.6,1.7,16.1,"31","129"
1381,52361,21.4,1.4,16.2,"31","149"
20953,65015,14.8,2.2,25.3,"31","155"
36509,47975,16.5,5.2,15.4,"31","157"
728,55000,7,3.2,24.8,"31","007"
2624,52090,20.1,3.2,20.3,"31","063"
9409,58093,9.4,2,17.5,"31","179"
720,48864,15,1.2,18.8,"31","103"
4903,44201,18.4,3.7,17.8,"31","123"
7041,55536,16.6,5.7,19.6,"31","127"
8561,57208,17.9,1.6,16.4,"31","027"
8972,46146,20.6,1,12.8,"31","045"
17045,63095,12.7,2.5,21.7,"31","159"
643,53173,17.7,1.9,14.3,"31","171"
20529,52401,13,7.3,14.7,"31","043"
3597,43831,19.4,2.1,20.9,"31","181"
6406,46949,19.8,1.9,16,"31","003"
5200,49564,23.8,2.2,22.1,"31","097"
10012,58770,14.3,2.5,13.3,"31","033"
23925,51238,15.1,4.2,15.3,"31","047"
3803,54568,17.2,2.3,12.7,"31","029"
8105,52448,19,4.4,22,"31","023"
1958,46509,22.2,1.9,11.5,"31","071"
3048,48704,19.1,1.7,25.5,"31","163"
3688,43017,16.2,6,14.3,"31","105"
8496,48072,22.5,3.1,17.2,"31","107"
549706,58640,12.7,4.4,19.3,"31","055"
8045,46839,21.6,4,18.6,"31","147"
432,60714,26.6,0,30.1,"31","117"
3569,45428,22.7,2,19.4,"31","125"
2704,42176,27.8,2.7,20.8,"31","133"
6264,54167,14.9,3,20.9,"31","035"
421,41250,20.9,0.6,20.8,"31","005"
10836,48836,20.2,2.5,16.2,"31","041"
6020,57534,15.5,3.1,18.4,"31","167"
4252,50270,21.6,1.5,18.1,"31","175"
3019,49453,19,2.6,18.2,"31","061"
5244,63667,14,4.6,19.9,"31","143"
6385,53648,18.4,4,24.2,"31","093"
35569,55875,14.5,2.7,14.8,"31","111"
10293,52050,18,1.1,14.3,"31","089"
846,49706,18.5,0.4,18.8,"31","183"
3469,46750,19.2,2,16.8,"31","083"
13832,59966,13.6,2.4,15.5,"31","185"
502,52000,12.5,1.1,20.6,"31","009"
21632,52223,17.3,3.2,19.8,"31","067"
9149,61944,11.3,2,17.6,"31","081"
7829,53536,18.4,3.3,19.5,"31","121"
7175,55417,17.5,3.8,19.2,"31","139"
4814,43400,20.2,2.5,13.2,"31","065"
2019,61769,17.6,4.6,16.4,"31","073"
14325,50932,18.1,2.8,20,"31","151"
1256,45375,20.2,0,18.9,"31","165"
6546,50174,23.1,3.5,22.4,"31","021"
25513,68284,9.4,2.8,26.1,"31","025"
175188,75752,6,3.3,20.6,"31","153"
9039,50734,21.8,2.6,15.4,"31","039"
5133,48151,18.6,1.2,12.8,"31","169"
11200,56328,16.6,5.1,10.8,"31","013"
3058,42773,22.6,0.6,14.5,"31","017"
5765,57036,17.5,3.3,21,"31","051"
2017,44653,19,3.6,14.4,"31","057"
7055,44701,23,15.4,15.8,"31","173"
20414,66485,11.1,1.7,20.8,"31","177"
2049,48750,24.5,1.6,17.2,"31","015"
5792,53226,18.2,2.6,12.3,"31","031"
36576,51748,14.8,4.4,18.5,"31","053"
5603,56750,18.5,2.5,16.3,"31","059"
76109,60148,10.9,4.5,23.4,"33","005"
147958,69856,10.5,4,26.3,"33","013"
89280,61036,10,4,22,"33","009"
302479,85619,6.8,4.3,30.2,"33","015"
60383,65834,10.6,4.9,26.4,"33","001"
43073,59419,12.4,3.7,24.1,"33","019"
406371,75777,7.5,4.8,27.9,"33","011"
126552,67805,8.8,4.4,26.7,"33","017"
32119,45386,15.9,6.1,20.8,"33","007"
47524,58139,9.6,4.7,26.2,"33","003"
24022,46914,12,7.8,20.1,"32","001"
47632,61176,8.9,6.2,23.9,"32","005"
5887,79865,17.5,7.6,23.6,"32","015"
6661,52308,24.1,4.2,16.7,"32","027"
1102,39405,15,3.9,15.9,"32","009"
1728,67159,17.4,0,22.5,"32","011"
17088,69324,16.6,7.3,29.9,"32","013"
4471,39375,23,20.6,13.1,"32","021"
9858,60358,16.9,6.2,14.2,"32","033"
52377,76178,8.6,4.4,31.3,"32","007"
5203,52971,17.9,9.3,13.2,"32","017"
43296,44225,14.3,11.4,24.4,"32","023"
